,Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Accession,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,average_normalized  (by Bio. Rep.): Sample- A,P VALUE of  (by Bio. Rep.): Sample- A,average_normalized  (by Bio. Rep.): Sample- ,P VALUE of  (by Bio. Rep.): Sample- ,average_normalized  (by Bio. Rep.): Sample- B,P VALUE of  (by Bio. Rep.): Sample- B,average_normalized_of_CONTROL
21,False,High,Master Protein,-8.210818149912647e+18,240,NP_002853.2,"PYGB#5834#glycogen phosphorylase, brain form [Homo sapiens]",0,600.892,0,74,70,1503,58,58,1,843,96.6,6.86,9868,2428.34,74,73,734,769,67,61,12,23078.4,23828.0,28023.9,24195.1,25130.3,29660.0,23143.9,24146.6,28292.2,21546.6,22314.3,26312.5,21835.194487510766,21549.337831038738,23742.400634018635,23180.899191742476,28192.773751577428,23143.9,22646.188706139048,26177.517089777488,23461.649912880555,0.05629919545468164,25668.336875788715,0.3594561227388663,24411.85289795827,0.36525674318907886,21692.266159274754
22,False,High,Master Protein,7.563214759205698e+18,3982,XP_011522180.1,MYH10#4628#myosin-10 isoform X1 [Homo sapiens],0,595.936,0,39,68,1135,0,57,1,2016,233.3,5.62,8026,1903.21,37,33,563,572,66,53,1,12920.4,12104.5,9708.3,12765.1,12143.0,9566.3,11899.0,11296.9,9053.9,11585.5,10896.4,8673.3,12224.393669250645,10946.951476238391,12526.260206955594,11201.046501049685,9093.07254011177,11899.0,10594.937970330491,8377.171869954842,11863.65335400264,0.7911674042413889,10496.036270055885,0.5787462214622406,9486.054920142666,0.27235066331491675,11585.67257274452
23,False,High,Master Protein,-2.2208373617151772e+18,1638,NP_001258898.1,HSP90AB1#3326#heat shock protein HSP 90-beta isoform a [Homo sapiens],0,593.239,0,67,50,3487,0,30,1,724,83.2,5.03,13508,5581.42,67,63,1601,1886,50,42,23,45755.2,45825.0,50403.0,45942.1,45992.1,50918.0,42287.8,42383.7,46361.5,39637.1,39521.9,43547.7,43290.42268159632,41442.77346430041,45082.50613422335,42424.41330650804,48399.179159906256,42287.8,39750.07944242194,42896.23848826599,43753.459720365696,0.4910898448964607,45343.48957995313,0.5021915195692148,41323.158965343966,0.63668288343232,42366.59807294836
24,False,High,Master Protein,3.819136565778515e+18,3072,NP_001952.1,EEF2#1938#elongation factor 2 [Homo sapiens],0,587.683,0,67,51,1910,50,50,1,858,95.3,6.83,11039,3019.65,67,66,895,1015,51,48,1,41114.4,41922.4,40417.8,41625.0,42485.2,40476.7,37942.9,38592.7,36833.4,33829.0,34805.5,33419.2,38899.61696813092,37913.37755111375,40846.18068910753,39189.54960111966,38474.391278168376,37942.9,36194.64300892931,34080.31040267672,40017.865145113596,0.2637382765154194,38208.64563908419,0.766357091727446,35137.47670580301,0.15533836718465716,38406.49725962234
25,False,High,Master Protein,-3.449706356717902e+18,1323,XP_016877802.1,PKM#5315#pyruvate kinase PKM isoform X5 [Homo sapiens],0,561.517,0,71,39,2599,0,3,1,531,58.0,7.71,16916,4278.48,71,63,1214,1385,39,36,0,1434.0,153.0,268.9,1336.4,136.6,229.2,1333.0,129.6,219.1,1302.3,138.0,224.0,1356.7521533161066,138.3686708137035,1311.3954564065662,126.00370188943315,217.86189291508921,1333.0,121.54696960713396,202.72350663328575,718.6995791479997,0.9759983155391088,775.4309464575446,0.9761641896817144,162.13523812020986,0.5122407621926379,747.560412064905
26,False,High,Master Protein,-6.896953880380315e+18,525,NP_009057.1,VCP#7415#transitional endoplasmic reticulum ATPase isoform 1 [Homo sapiens],0,558.759,0,76,54,1620,3,54,1,806,89.3,5.26,8857,2601.29,76,68,771,849,54,47,0,30516.6,28886.6,27939.1,29379.9,27917.7,26789.0,28127.5,26863.6,26469.2,28433.4,27325.8,26506.4,28872.707644272174,26124.18592370671,28830.19108775761,25752.075755773265,25463.796899224806,28127.5,25194.360900757747,24490.776092093874,27291.133421765437,0.9292347157400183,26795.648449612403,0.7486905911769213,24842.56849642581,0.2896125434526996,27498.446783989442
27,False,High,Master Protein,-8.293079878251606e+18,219,NP_003290.1,HSP90B1#7184#endoplasmin precursor [Homo sapiens],0,540.241,0,71,59,2457,57,57,1,803,92.4,4.84,10608,3401.53,71,63,1165,1292,59,51,2,43212.6,42647.5,44596.5,40011.4,38733.5,41138.6,47689.6,46625.5,49971.0,44645.9,43807.9,46562.3,40884.78947028423,38569.136526323,39262.7717483281,35728.87545486354,39103.548289165316,47689.6,43728.30425476408,46235.94865345469,37495.823601595825,0.41630144327079177,43396.57414458266,0.5461273622692204,44982.126454109384,0.09197591006105092,39726.962998303614
28,False,High,Master Protein,-7.720832257451308e+17,1971,XP_011541100.1,HSPA8#3312#heat shock cognate 71 kDa protein isoform X1 [Homo sapiens],0,535.529,0,80,48,2339,9,39,1,646,70.9,5.52,10260,3260.34,80,78,1061,1278,48,46,6,43736.4,41527.0,47141.4,43944.2,41279.9,46560.9,39888.0,37439.0,41888.3,38765.7,36773.9,41399.5,41380.372997416016,37555.789495952056,43121.98759010881,38077.74680545836,44257.61697133586,39888.0,35112.63113519667,38757.38504293503,40599.867197783584,0.7570483290231321,42072.808485667934,0.465760741847572,36935.00808906585,0.4389876125331438,39468.081246684036
29,False,High,Master Protein,-5.86628940104549e+18,770,NP_006827.1,GCN1#10985#eIF-2-alpha kinase activator GCN1 [Homo sapiens],0,533.25,0,38,77,653,77,77,1,2671,292.5,7.43,3450,1015.6,35,36,313,340,73,70,0,9107.6,8933.8,11627.6,8724.1,8572.5,11035.0,8273.4,7994.2,10729.9,7903.0,7717.9,10079.9,8616.984596612116,8079.464256963818,8560.868827623857,7907.516357592722,10489.118622678925,8273.4,7497.459756430172,9927.900291303025,8234.19259260829,0.8135872525033103,9381.259311339461,0.5181486655880353,8712.680023866598,0.8152448752902792,8348.224426787967
30,False,High,Master Protein,7.054273267636823e+18,3854,NP_001348.2,DHX9#1660#ATP-dependent RNA helicase A [Homo sapiens],0,523.236,0,48,51,974,51,51,1,1270,140.9,6.84,6291,1618.59,48,45,491,483,51,45,0,12381.4,13556.5,12207.7,12794.6,13942.2,12672.4,13003.0,14191.3,13057.9,13392.4,14409.4,12914.4,11714.428947746193,12260.097293372362,12555.208250927453,12860.67944716585,12045.519423111591,13003.0,13309.48695822315,12081.89537775802,12707.943849046653,0.18120941027781037,12524.259711555795,0.45451928973633515,12695.691167990584,0.44161613711992553,11987.263120559277
31,False,High,Master Protein,5.579729439990209e+18,3523,NP_001419.1,ENO1#2023#alpha-enolase isoform 1 [Homo sapiens],0,512.817,0,72,33,3676,5,30,1,434,47.1,7.39,15112,5854.93,71,72,1679,1997,32,30,4,60020.2,60428.7,65880.3,58056.9,58781.1,63647.8,56577.2,57363.7,62621.9,57985.7,59014.6,64077.5,56786.98437410278,54649.92743790878,56970.63369728402,54221.34847095871,60499.25910942852,56577.2,53799.25849114777,57941.26499333162,55595.991084121364,0.950667185682049,58538.22955471426,0.36428943130325225,55870.261742239694,0.9556724824173124,55718.45590600578
32,False,High,Master Protein,5.950667386624241e+18,3608,XP_016860269.1,"SPTBN1#6711#spectrin beta chain, non-erythrocytic 1 isoform X1 [Homo sapiens]",0,512.358,0,43,79,533,0,73,1,2364,274.4,5.57,2840,769.35,43,41,262,271,79,73,6,10319.9,9004.7,7088.0,9463.8,7852.2,6362.7,9631.1,8050.7,6369.4,9370.8,7922.4,6245.0,9763.9794609532,8143.58411814481,9286.72876409792,7243.091273617913,6047.9488047593295,9631.1,7550.448983149332,5893.3231544958935,8264.910018857916,0.6524734704058535,7839.524402379665,0.6486178360320956,6721.886068822612,0.19402756211503994,8953.781789549004
33,False,High,Master Protein,-7.065009906831581e+18,479,NP_005339.3,HSP90AA1#3320#heat shock protein HSP 90-alpha isoform 2 [Homo sapiens],0,502.605,0,70,50,2948,1,32,1,732,84.6,5.02,10321,4657.0,70,59,1377,1571,50,39,0,12065.9,15517.2,14442.3,12209.4,15565.2,14112.3,11457.6,14410.9,13268.6,10457.1,13310.3,12337.8,11415.924551392476,14033.29633170196,11980.957561695845,14357.780531840446,13414.190189291508,11457.6,13515.441545613015,12276.846737172138,13169.369046768144,0.8250380518292365,12435.895094645755,0.8771603684050502,12896.144141392577,0.9201710981084126,12724.610441547218
34,False,High,Master Protein,-2.6424134203245706e+18,1527,XP_005271449.1,HYOU1#10525#hypoxia up-regulated protein 1 isoform X1 [Homo sapiens],0,470.492,0,51,43,991,0,42,1,1000,111.3,5.22,5655,1615.45,51,51,469,522,43,40,1,13172.2,16357.5,14247.3,11774.1,14320.3,12343.3,13982.8,17181.3,15260.0,13629.0,16922.6,14730.2,12462.629507608382,14793.238776700358,11553.80218742633,13209.44957662701,11732.699401478276,13982.8,16113.695593449465,14119.400781487635,12381.62588202667,0.4836355168381229,12857.749700739138,0.6813608498063195,15116.54818746855,0.43621882807817847,13627.93414215437
35,False,High,Master Protein,-8.490614885601304e+18,180,XP_016885266.1,UBA1#7317#ubiquitin-like modifier-activating enzyme 1 isoform X1 [Homo sapiens],0,469.502,0,60,46,1217,0,46,1,1109,123.1,5.85,8011,1932.67,58,59,551,666,45,44,0,15349.7,12574.4,14278.8,15272.5,12529.4,14440.0,14444.1,11780.7,13456.1,13948.6,11346.2,13065.0,14522.830214613838,11371.915126011982,14986.745815601076,11557.47278516445,13725.679466378222,14444.1,11048.675809033666,12450.332166171413,13272.109300382763,0.9019435181542492,14084.889733189111,0.6003156675846549,11749.50398760254,0.5854116012247044,12947.37267031291
36,False,High,Master Protein,-6.252367434931231e+18,666,NP_004095.4,FASN#2194#fatty acid synthase [Homo sapiens],0,460.858,0,37,66,586,66,66,1,2511,273.3,6.44,3291,920.07,36,36,282,304,64,65,0,7779.3,7821.3,9231.6,7371.7,7241.6,8391.3,6929.1,6829.3,8071.0,6986.8,7086.3,8126.4,7360.2385120585695,7073.352189772674,7233.772737198655,6679.856571028691,7976.1976527852885,6929.1,6404.9438235956795,7467.738119750112,6956.814654113673,0.5162055678830211,7452.648826392644,0.731391478530569,6936.340971672896,0.6911134989133557,7216.795350915621
37,False,High,Master Protein,6.980118088250601e+18,3836,NP_001605.1,"ACTG1#71#actin, cytoplasmic 2 [Homo sapiens]",0,452.043,0,83,25,3533,1,1,1,375,41.8,5.48,24969,5726.65,83,79,1712,1821,25,24,0,3016.2,1344.6,1039.7,2952.4,1326.7,1009.0,3163.5,1427.2,1139.3,3119.5,1459.3,1156.6,2853.720951765719,1216.0164364451352,2897.159492288795,1223.7855878236528,959.0866053722733,3163.5,1338.5172455501668,1054.1437293806594,2060.472540056224,0.9845379994474308,2061.2933026861365,0.9865208405316237,1196.3304874654132,0.48945788672349466,2034.868694105427
38,False,High,Master Protein,-1.51806303088002e+18,1795,NP_001093.1,ACTN1#87#alpha-actinin-1 isoform b [Homo sapiens],0,450.937,0,71,50,1071,0,32,1,892,103.0,5.41,6057,1569.28,69,67,524,547,49,45,0,6881.1,7018.3,6259.4,6687.1,6789.1,6166.2,7377.1,7558.9,6707.8,8069.5,8278.2,7380.4,6510.423460378984,6347.1427606001,6561.98185912627,6262.457778166549,5861.169302325581,7377.1,7089.208245087692,6206.429656753785,6412.21981864641,0.9337110653629699,6619.134651162791,0.8435064702435083,6647.818950920739,0.7067796123455229,6428.783110489541
39,False,High,Master Protein,-1.7449031775056822e+17,2100,NP_001092.1,"ACTB#60#actin, cytoplasmic 1 [Homo sapiens]",0,447.673,0,83,25,3461,1,1,1,375,41.7,5.48,24131,5726.65,83,79,1640,1821,25,24,36,44543.2,44670.9,44413.3,46037.2,45927.7,45398.0,54810.4,53502.5,52601.8,54852.2,53719.8,53205.3,42143.71165661785,40399.0395885743,45175.826777671624,42365.00892582224,43152.24351901929,54810.4,50177.98411578461,48670.11114204825,43770.41785174693,0.292713591765454,48981.32175950965,0.40852448755282167,49424.04762891643,0.02052016698702793,41271.375622596075
