Accession,Description,Abundance: F4: 127N  Sample  Pre-term_RDS,Abundance: F5: 127N  Sample  Pre-term_RDS,Abundance: F4: 127C  Sample  Pre-term_Healthy,Abundance: F5: 127C  Sample  Pre-term_Healthy,Abundance: F4: 128N  Sample  Term_RDS,Abundance: F5: 128N  Sample  Term_RDS,Abundance: F4: 128C  Sample  Term_Healthy,Abundance: F5: 128C  Sample  Term_Healthy,normalized Abundance: F4: 127C  Sample  Pre-term_Healthy,normalized Abundance: F4: 127N  Sample  Pre-term_RDS,normalized Abundance: F4: 128C  Sample  Term_Healthy,normalized Abundance: F4: 128N  Sample  Term_RDS,normalized Abundance: F5: 127C  Sample  Pre-term_Healthy,normalized Abundance: F5: 127N  Sample  Pre-term_RDS,normalized Abundance: F5: 128C  Sample  Term_Healthy,normalized Abundance: F5: 128N  Sample  Term_RDS
NP_000091.1,cystatin-B [Homo sapiens],293.1,133.0,341.6,51.4,249.1,85.3,566.7,55.8,334.2636241610739,252.2667060212515,534.4428201811127,213.76562683931724,51.4,98.9357142857143,50.375479876160995,68.55975744211688
NP_000125.2,"fatty acid-binding protein, intestinal [Homo sapiens]",141.0,123.6,206.1,173.3,350.4,247.2,246.1,171.3,201.67369127516778,121.35655253837072,232.0917205692109,300.69640965273686,173.3,91.94326530612246,154.647306501548,198.6866593164278
NP_000129.3,fibrillin-1 preproprotein [Homo sapiens],439.7,665.1,439.7,652.8,437.5,665.0,359.0,601.6,430.25677852348997,378.443093270366,338.56532988357054,375.44143613890526,652.8,494.7529591836735,543.1162848297214,534.4928335170894
NP_000138.2,tissue alpha-L-fucosidase precursor [Homo sapiens],65.2,311.8,55.7,241.9,67.2,301.5,53.2,247.9,54.50375838926175,56.11664698937427,50.171798188874526,57.667804590935845,241.9,231.9410204081633,223.80074303405576,242.3302094818082
NP_000172.2,beta-glucuronidase isoform 1 precursor [Homo sapiens],0.0,279.8,0.0,103.7,0.0,243.8,0.0,181.7,0.0,0.0,0.0,0.0,103.7,208.13693877551023,164.03628482972135,195.9539140022051
NP_000175.1,hemoglobin subunit gamma-2 [Homo sapiens],3173.7,3162.2,507.4,406.7,636.6,640.4,896.3,512.3,496.5028187919463,2731.555253837072,845.2816300129367,546.2994702766333,406.7,2352.289591836735,462.4974613003096,514.7206174200662
NP_000176.2,heparin cofactor 2 precursor [Homo sapiens],38.5,20.0,54.8,31.7,55.0,30.3,76.3,61.1,53.62308724832215,33.13636363636363,71.9569210866753,47.19835197174809,31.7,14.877551020408164,55.160247678018585,24.35358324145535
NP_000177.2,complement factor H isoform a precursor [Homo sapiens],36.3,38.0,25.4,36.7,30.5,32.8,35.4,53.6,24.854496644295303,31.24285714285714,33.3849935316947,26.173631547969393,36.7,28.26734693877551,48.389349845201245,26.36295479603087
NP_000217.2,"keratin, type I cytoskeletal 9 [Homo sapiens]",8448.8,10256.6,11902.5,14993.4,5727.5,7391.9,5849.0,7437.3,11646.875838926175,7271.753482880755,5516.0685640362235,4915.064743967039,14993.4,7629.654489795919,6714.293126934986,5941.229437706726
NP_000292.1,plasminogen isoform 1 precursor [Homo sapiens],558.2,669.7,509.4,554.8,594.2,707.2,621.1,698.6,498.4598657718121,480.434238488784,585.7463130659768,509.91383166568573,554.8,498.1747959183674,630.6865634674923,568.4110253583242
NP_000311.2,dihydropteridine reductase isoform 1 [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_000345.2,thyroxine-binding globulin precursor [Homo sapiens],4133.9,4074.4,2607.0,2614.8,2382.4,2467.4,1598.7,1818.2,2551.0107382550336,3557.9847697756786,1507.7002587322124,2044.4609770453208,2614.8,3030.854693877551,1641.4461919504645,1983.1693495038592
NP_000362.1,transthyretin precursor [Homo sapiens],1077.3,1550.6,508.2,543.6,837.0,1194.7,500.5,590.1,497.28563758389265,927.2157024793388,472.0109961190169,718.2731018246027,543.6,1153.456530612245,532.7342414860682,960.2384785005514
NP_000382.3,tripeptidyl-peptidase 1 preproprotein [Homo sapiens],56.5,30.1,70.4,34.7,58.3,28.5,105.1,25.7,68.88805369127518,48.628689492325854,99.11759379042692,50.03025309005297,34.7,22.39071428571429,23.201609907120744,22.906835722160974
NP_000396.2,ganglioside GM2 activator isoform 1 precursor [Homo sapiens],19919.0,21822.7,13990.1,13997.1,15481.6,17222.1,13653.2,14727.9,13689.641476510069,17143.97992916175,12876.045019404919,13285.563743378458,13997.1,16233.416632653063,13296.147492260063,13842.239140022051
NP_000415.2,"keratin, type II cytoskeletal 5 [Homo sapiens]",138.6,0.0,141.1,0.0,98.3,0.0,107.0,0.0,138.0696644295302,119.29090909090908,100.90944372574387,84.3563272513243,0.0,0.0,0.0,0.0
NP_000419.1,latent-transforming growth factor beta-binding protein 2 precursor [Homo sapiens],56.2,113.7,63.9,124.6,74.0,136.4,37.3,70.4,62.52765100671141,48.37048406139316,35.17684346701164,63.50323719835197,124.6,84.57887755102041,63.55616099071209,109.6313120176406
NP_000445.1,superoxide dismutase [Cu-Zn] [Homo sapiens],7751.4,10142.3,5179.9,6305.1,11892.2,16157.7,5169.4,6034.2,5068.653825503356,6671.511924439197,4875.152134540751,10205.313478516775,6305.1,7544.629285714285,5447.593560371517,12986.729106945977
NP_000473.2,apolipoprotein A-IV precursor [Homo sapiens],571.0,254.6,346.2,158.5,380.5,181.4,419.6,195.5,338.76483221476514,491.45100354191266,395.71591203104794,326.5267804590936,158.5,189.39122448979592,176.49473684210528,145.8
NP_000474.2,apolipoprotein C-II precursor [Homo sapiens],1428.0,1324.5,1057.6,1047.5,1010.6,896.0,652.6,529.8,1034.8864429530202,1229.0578512396694,615.4532988357051,867.2482636845203,1047.5,985.2658163265306,478.2962229102167,720.1587651598678
NP_000475.1,amyloid-beta precursor protein isoform a precursor [Homo sapiens],232.8,459.0,259.7,598.4,237.6,568.6,258.2,649.1,254.12255033557048,200.36741440377804,243.50297542043987,203.89688051795173,598.4,341.43979591836734,585.9986377708979,457.0114663726572
NP_000496.2,coagulation factor XII preproprotein [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_000497.1,prothrombin preproprotein [Homo sapiens],2387.2,2959.0,2928.8,3618.4,2837.3,3441.8,2596.2,3075.8,2865.8995973154365,2054.6266824085005,2448.4214747736096,2434.8342554443793,3618.4,2201.1336734693878,2776.790340557276,2766.3420066152153
NP_000499.1,fibrinogen alpha chain isoform alpha-E preproprotein [Homo sapiens],1612.0,1831.1,796.5,938.4,1202.1,1429.3,819.2,954.4,779.3939597315436,1387.4238488783944,772.5702457956017,1031.5843437316069,938.4,1362.1141836734694,861.6193188854489,1148.7979051819184
NP_000512.2,beta-hexosaminidase subunit beta isoform 1 preproprotein [Homo sapiens],194.3,307.4,106.5,155.9,195.3,305.5,103.8,141.4,104.21275167785235,167.23105076741442,97.8915912031048,167.5970570924073,155.9,228.66795918367347,127.65399380804955,245.54520396912903
NP_000518.1,low-density lipoprotein receptor isoform 1 precursor [Homo sapiens],1402.5,1418.5,1334.9,1359.0,1167.9,1178.5,940.2,968.6,1306.2310067114095,1207.1103896103896,886.6827943078915,1002.23555032372,1359.0,1055.190306122449,874.4388854489165,947.2177508269019
NP_000549.1,hemoglobin subunit alpha [Homo sapiens],1999.0,1257.0,232.8,180.5,355.6,235.5,378.7,198.2,227.80026845637587,1720.5088547815822,357.1439844760673,305.1587992937022,180.5,935.0540816326532,178.93226006191952,189.28280044101436
NP_000573.1,osteopontin isoform OPN-b precursor [Homo sapiens],245.0,248.3,365.7,402.2,320.2,307.6,333.2,391.1,357.84604026845636,210.86776859504133,314.23389391979305,274.780223660977,402.2,184.70479591836735,353.07975232198146,247.23307607497247
NP_000578.2,complement component C7 precursor [Homo sapiens],580.2,651.3,463.1,545.6,573.3,677.8,483.6,553.4,453.1542281879195,499.3693034238489,456.0729624838293,491.9784579164214,545.6,484.4874489795918,499.6019814241486,544.780815876516
NP_000587.1,insulin-like growth factor-binding protein 1 precursor [Homo sapiens],2303.0,1835.5,1154.8,823.9,1241.9,1016.6,1199.5,949.2,1129.9989261744968,1982.1570247933885,1131.2231565329885,1065.7387875220718,823.9,1365.3872448979594,856.9248297213624,817.090848952591
NP_000590.1,insulin-like growth factor-binding protein 5 precursor [Homo sapiens],0.0,23.8,0.0,35.2,0.0,46.5,0.0,57.4,0.0,0.0,0.0,0.0,35.2,17.704285714285717,51.81993808049536,37.37431091510474
NP_000597.2,complement component C8 gamma chain precursor [Homo sapiens],311.7,373.0,174.9,177.6,212.6,222.9,168.9,196.7,171.14375838926176,268.2754427390791,159.28602846054338,182.44308416715714,177.6,277.46632653061226,177.57808049535603,179.15556780595372
NP_000598.2,alpha-1-acid glycoprotein 1 precursor [Homo sapiens],66826.0,59603.2,37045.2,40021.1,90821.1,82182.3,11553.1,12041.4,36249.598389261744,57516.12042502952,10895.484993531696,77938.29535020601,40021.1,44337.482448979594,10870.811888544893,66053.91036383684
NP_000599.1,alpha-1-acid glycoprotein 2 precursor [Homo sapiens],30411.8,37510.8,17876.7,23295.3,29881.9,36887.3,10133.3,11831.9,17492.770872483223,26174.97308146399,9556.501552393274,25643.20788699235,23295.3,27903.44204081633,10681.678142414861,29648.11653803749
NP_000604.1,hemopexin precursor [Homo sapiens],7401.0,7274.4,3049.7,3118.6,4446.8,4335.3,2761.9,2931.5,2984.203087248322,6369.9279811097995,2604.689650711514,3816.0296645085346,3118.6,5411.262857142857,2646.51826625387,3484.491400220508
NP_000615.3,plasma serine protease inhibitor preproprotein [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_000629.3,vitronectin precursor [Homo sapiens],13526.1,16746.9,11818.2,14461.0,13814.3,17784.8,14093.5,17740.3,11564.386308724834,11641.70826446281,13291.282664941788,11854.767157151266,14461.0,12457.642959183675,16015.70117647059,14294.50848952591
NP_000748.4,macrophage colony-stimulating factor 1 isoform a precursor [Homo sapiens],497.1,1368.9,537.1,1450.1,520.5,1668.7,344.0,1360.3,525.564966442953,427.84639905549,324.4191461836999,446.66804002354326,1450.1,1018.2939795918369,1228.0603095975232,1341.2153252480707
NP_000884.1,kininogen-1 isoform 2 precursor [Homo sapiens],39634.2,43972.1,24323.8,26957.1,38928.5,43824.1,27842.2,31862.8,23801.40966442953,34112.55230224321,26257.391720569216,33406.56444967628,26957.1,32709.85806122449,28765.301795665637,35223.559977949284
NP_000945.3,prostaglandin-H2 D-isomerase precursor [Homo sapiens],10726.9,13481.1,10254.0,12734.5,10345.0,13524.0,11623.6,14908.0,10033.779865771812,9232.479456906729,10961.972056921088,8877.5809299588,12734.5,10028.287653061225,13458.73931888545,10869.896361631754
NP_001002029.3,complement C4-B preproprotein [Homo sapiens],1250.3,1967.2,721.9,1073.1,777.8,1180.0,867.1,1185.8,706.3961073825503,1076.1141676505313,817.7437257438553,667.4705120659211,1073.1,1463.3559183673472,1070.5240866873066,948.4233737596472
NP_001002236.1,alpha-1-antitrypsin precursor [Homo sapiens],63714.4,61565.3,16016.4,15594.6,32451.8,31279.0,29858.6,28515.5,15672.423624161074,54838.013695395515,28159.016041397157,27848.57233666863,15594.6,45797.04459183674,25743.404953560374,25140.453142227125
NP_001002858.1,annexin A2 isoform 1 [Homo sapiens],22.2,0.0,29.7,0.0,17.9,0.0,40.1,0.0,29.06214765100671,19.10720188902007,37.81746442432083,15.360918187168922,0.0,0.0,0.0,0.0
NP_001004019.1,fibulin-2 isoform a precursor [Homo sapiens],142.7,179.3,127.1,166.8,121.2,153.6,97.7,116.9,124.3703355704698,122.81971664698936,92.13880983182408,104.00800470865215,166.8,133.3772448979592,105.53572755417959,123.45578831312018
NP_001005502.1,carboxypeptidase M precursor [Homo sapiens],225.9,265.2,239.9,247.3,229.0,276.5,306.3,327.9,234.74778523489934,194.42868949232587,288.8650711513584,196.5167745732784,247.3,197.27632653061224,296.023653250774,222.23649393605294
NP_001010980.1,noncompact myelin-associated protein [Homo sapiens],105.0,86.2,149.0,102.7,126.5,118.3,143.4,126.6,145.8,90.37190082644628,135.23751617076329,108.5562095350206,102.7,64.12224489795919,114.29275541795666,95.0834619625138
NP_001012772.1,NHL repeat-containing protein 3 isoform a precursor [Homo sapiens],41.4,0.0,37.3,0.0,48.6,0.0,20.9,0.0,36.498926174496646,35.6323494687131,19.71034928848642,41.706180105944675,0.0,0.0,0.0,0.0
NP_001013416.1,insulin-like growth factor-binding protein 3 isoform a precursor [Homo sapiens],23.2,76.3,30.2,104.5,31.0,106.1,32.8,107.5,29.551409395973156,19.96788665879575,30.932988357050455,26.602707474985287,104.5,56.75785714285714,97.04953560371519,85.27772877618523
NP_001013682.2,ferric-chelate reductase 1 isoform 1 precursor [Homo sapiens],133.3,163.6,154.6,139.4,169.9,195.0,94.2,105.3,151.27973154362417,114.72927981109801,88.8380336351876,145.8,139.4,121.69836734693878,95.06340557275543,156.73098125689086
NP_001014364.1,filaggrin-2 [Homo sapiens],28.9,0.0,33.7,0.0,25.3,0.0,25.5,0.0,32.976241610738256,24.87378984651712,24.04851228978008,21.71124190700412,0.0,0.0,0.0,0.0
NP_001020018.1,TGF-beta receptor type-2 isoform A precursor [Homo sapiens],194.5,279.0,146.3,211.8,170.2,273.9,175.8,261.2,143.15798657718122,167.40318772136953,165.79327296248385,146.05744555620953,211.8,207.5418367346939,235.80780185758516,220.1467475192944
NP_001026866.1,5'-3' exonuclease PLD3 [Homo sapiens],42.3,113.0,29.1,95.4,27.8,90.5,44.7,99.9,28.475033557046984,36.406965761511216,42.1556274256145,23.85662154208358,95.4,84.05816326530612,90.18835913312695,72.73925027563396
NP_001026870.2,Golgi-associated kinase 1B isoform 1 [Homo sapiens],35.5,0.0,23.1,0.0,35.6,0.0,28.0,0.0,22.603892617449667,30.5543093270366,26.406209573091854,30.55020600353149,0.0,0.0,0.0,0.0
NP_001035110.1,monocyte differentiation antigen CD14 precursor [Homo sapiens],3639.3,3681.3,2301.1,2091.6,2473.7,2336.9,4514.9,4153.3,2251.680402684564,3132.2900826446285,4257.906985769729,2122.8102413184224,2091.6,2738.4364285714287,3749.5426625387004,1878.2801543550167
NP_001035810.1,glucose-6-phosphate 1-dehydrogenase isoform b [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_001035930.1,prosaposin isoform b preproprotein [Homo sapiens],18499.3,16407.8,14349.9,12699.7,22829.9,20195.0,14145.6,13004.1,14041.71422818792,15922.065761511216,13340.417076326004,19591.521012360212,12699.7,12205.394081632654,11739.924334365327,16231.703417861083
NP_001036189.1,nectin-2 isoform delta precursor [Homo sapiens],2620.6,2601.4,2100.3,1916.0,1995.8,1980.7,1707.9,1632.6,2055.1928859060404,2255.510507674144,1610.6844760672707,1712.6994702766333,1916.0,1935.12306122449,1473.8890402476782,1591.9848952590962
NP_001037729.1,prostate-associated microseminoprotein precursor [Homo sapiens],87.5,72.5,44.3,39.5,44.7,47.4,42.7,31.9,43.348590604026846,75.3099173553719,40.26946959896508,38.35938787522072,39.5,53.93112244897959,28.79888544891641,38.09768467475193
NP_001056.1,tumor necrosis factor receptor superfamily member 1A isoform 1 precursor [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_001069.1,vascular cell adhesion protein 1 isoform a precursor [Homo sapiens],661.5,535.9,513.1,456.2,670.8,568.4,565.9,499.6,502.0804026845638,569.3429752066115,533.6883570504529,575.6482636845203,456.2,398.64397959183674,451.03207430340564,456.8507166482911
NP_001072.2,cubilin precursor [Homo sapiens],609.1,843.5,445.6,592.6,555.0,783.8,530.0,753.2,436.030067114094,524.243093270366,499.8318240620958,476.2742789876398,592.6,627.4607142857143,679.9786996904026,629.9781697905182
NP_001073271.1,lysosomal alpha-glucosidase preproprotein [Homo sapiens],169.4,102.7,377.7,117.4,130.1,95.9,323.6,170.3,369.588322147651,145.8,305.1803363518759,111.64555620953502,117.4,76.39622448979593,153.74452012383904,77.07949283351711
NP_001073275.1,pepsin A-3 preproprotein [Homo sapiens],52.2,192.9,31.3,114.3,46.8,176.9,16.7,68.6,30.62778523489933,44.92774498229044,15.74941785252264,40.16150676868746,114.3,143.49397959183673,61.93114551083591,142.18313120176407
NP_001073592.1,major prion protein preproprotein Prp precursor [Homo sapiens],88.3,215.7,108.4,197.5,138.4,287.5,70.0,175.8,106.07194630872485,75.99846517119244,66.01552393272964,118.76821659799883,197.5,160.45438775510203,158.7098452012384,231.07772877618524
NP_001091.1,"actin, alpha skeletal muscle [Homo sapiens]",540.6,312.8,269.6,160.4,207.4,117.7,263.9,154.5,263.80993288590605,465.286186540732,248.8785252263907,177.98069452619188,160.4,232.6848979591837,139.48049535603715,94.60121278941567
NP_001092755.1,prothymosin alpha isoform 1 [Homo sapiens],861.4,1148.5,757.8,944.2,890.4,1079.8,618.1,901.0,741.525100671141,741.3938606847697,582.9170763260026,764.0984108298999,944.2,854.3433673469389,813.4105263157895,867.8877618522603
NP_001116078.1,lysosome-associated membrane glycoprotein 2 isoform C precursor [Homo sapiens],917.9,1003.1,1067.8,1235.5,997.3,1100.4,1494.1,1729.5,1044.8673825503356,790.0225501770956,1409.0542043984476,855.8348440258975,1235.5,746.1835714285714,1561.3690402476782,884.4449834619627
NP_001121070.1,insulin-like growth factor II isoform 2 [Homo sapiens],426.4,328.5,415.3,340.0,390.0,294.2,749.2,582.7,406.38080536912753,366.99598583234945,706.554721862872,334.67922307239553,340.0,244.3637755102041,526.0536222910217,236.46284454244764
NP_001121170.1,serine protease inhibitor Kazal-type 5 isoform a preproprotein [Homo sapiens],2096.8,1175.1,1713.1,969.3,2389.5,1398.2,1903.3,1003.2,1676.308590604027,1804.6838252656437,1794.9620957309187,2050.5538552089465,969.3,874.1305102040816,905.6752941176471,1123.801323042999
NP_001124.1,afamin precursor [Homo sapiens],948.4,567.3,843.1,458.4,1014.1,584.3,1140.4,637.8,824.9931543624161,816.2734356552538,1075.4871927554982,870.2517951736315,458.4,422.00173469387755,575.7971517027864,469.6303197353914
NP_001124384.1,protein SGT1 homolog isoform B [Homo sapiens],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP_001124390.1,tubulin polyglutamylase TTLL6 isoform 1 [Homo sapiens],139.4,107.0,73.4,83.1,110.4,92.1,199.7,207.5,71.82362416107384,119.97945690672964,188.3328589909444,94.73996468510889,83.1,79.59489795918368,187.32817337461302,74.0252480705623
NP_001125.1,alpha-fetoprotein isoform 1 precursor [Homo sapiens],2573.1,2307.7,1280.1,1086.3,2346.1,2032.1,1049.1,896.6,1252.6079194630872,2214.6279811097993,989.3840879689521,2013.310064743967,1086.3,1716.646224489796,809.4382662538701,1633.2975744211687
NP_001127666.1,prostatic acid phosphatase isoform TM-PAP precursor [Homo sapiens],92.6,172.5,101.4,179.0,86.9,150.0,94.2,152.5,99.22228187919464,79.69940968122786,88.8380336351876,74.57339611536199,179.0,128.31887755102042,137.6749226006192,120.56229327453144
NP_001129162.1,proenkephalin-A preproprotein [Homo sapiens],69.8,73.0,73.7,74.9,58.8,73.0,74.7,66.8,72.1171812080537,60.075796930342385,70.44799482535576,50.45932901706886,74.9,54.303061224489795,60.30613003095976,58.673649393605295
NP_001139786.1,protein ABHD14B isoform 1 [Homo sapiens],378.4,241.4,149.5,72.3,189.5,97.6,156.0,72.5,146.28926174496644,325.68311688311684,147.1203104786546,162.61977633902296,72.3,179.57204081632653,65.45201238390094,78.44586549062845
NP_001152759.1,triosephosphate isomerase isoform 2 [Homo sapiens],34.5,27.7,19.1,19.1,26.6,28.4,21.5,28.2,18.689798657718125,29.69362455726092,20.276196636481245,22.82683931724544,19.1,20.605408163265306,25.458575851393192,22.82646085997795
NP_001157243.1,collagen alpha-2(XI) chain isoform 4 precursor [Homo sapiens],0.0,30.3,0.0,41.5,0.0,27.5,0.0,62.0,0.0,0.0,0.0,0.0,41.5,22.539489795918367,55.97275541795666,22.103087100330765
NP_001157789.1,filamin-B isoform 1 [Homo sapiens],0.0,40.5,0.0,61.5,0.0,31.8,0.0,31.1,0.0,0.0,0.0,0.0,61.5,30.12704081632653,28.07665634674923,25.559206174200664
NP_001159400.3,dystroglycan preproprotein [Homo sapiens],311.4,245.7,124.0,126.6,235.0,189.5,154.6,124.2,121.33691275167786,268.0172373081464,145.8,201.6656856974691,126.6,182.7707142857143,112.12606811145513,152.3103638368247
NP_001161066.1,lysosomal protective protein isoform c precursor [Homo sapiens],158.9,358.8,147.1,362.3,149.1,312.8,115.3,300.8,143.94080536912753,136.76280991735538,108.73699870633895,127.9504414361389,362.3,266.9032653061225,271.5581424148607,251.41256890848956
NP_001165447.1,cadherin-related family member 2 precursor [Homo sapiens],30.9,30.8,30.8,21.1,29.2,26.3,34.3,20.8,30.13852348993289,26.595159386068477,32.347606727037515,25.058034137728075,21.1,22.911428571428573,18.777956656346753,21.138588754134513
NP_001171271.1,adiponectin precursor [Homo sapiens],0.0,40.1,0.0,48.7,0.0,61.0,0.0,41.5,0.0,0.0,0.0,0.0,48.7,29.82948979591837,37.465634674922605,49.028665931642784
NP_001171488.1,acyl-CoA-binding protein isoform 4 [Homo sapiens],3835.9,4685.9,1308.1,1616.4,4114.0,5092.6,1833.3,2304.4,1280.006577181208,3301.5007083825267,1728.946571798189,3530.436727486757,1616.4,3485.7358163265303,2080.38092879257,4093.1702315325256
NP_001171597.1,immunoglobulin lambda-like polypeptide 5 isoform 1 [Homo sapiens],10446.0,12007.4,5473.2,5344.3,7641.3,8121.0,6118.9,6281.0,5355.654765100671,8990.713105076742,5770.605562742562,6557.3957622130665,5344.3,8932.035306122449,5670.401238390094,6527.242557883132
NP_001176.1,zinc-alpha-2-glycoprotein precursor [Homo sapiens],67420.7,62990.7,76939.9,71418.4,110781.7,102958.9,50156.7,52351.7,75287.49946308725,58027.96965761511,47301.72613195343,95067.52124779281,71418.4,46857.36765306122,47262.40160990712,82753.07398015435
NP_001186088.1,peptidase inhibitor 16 precursor [Homo sapiens],21738.1,23422.5,19053.7,17853.9,20642.7,21336.7,12754.7,13202.0,18644.49302013423,18709.651593860683,12028.688615782667,17714.571277221898,17853.9,17423.47193877551,11918.585758513933,17149.343219404633
NP_001191236.1,vitamin D-binding protein isoform 3 precursor [Homo sapiens],4068.9,3643.1,2377.9,2082.4,3288.3,2945.9,3256.0,2797.6,2326.83100671141,3502.04025974026,3070.6649417852527,2821.8607416127134,2082.4,2710.0203061224493,2525.635170278638,2367.7630650496144
NP_001193594.1,immunoglobulin superfamily member 8 precursor [Homo sapiens],47.6,40.2,37.4,39.1,41.8,41.6,38.1,47.9,36.59677852348993,40.96859504132232,35.931306597671416,35.870747498528544,39.1,29.90387755102041,43.243467492260066,33.43594266813672
NP_001207417.1,cadherin-13 isoform 2 [Homo sapiens],3501.3,5607.5,2315.2,3888.7,3064.0,4975.0,2595.8,4580.9,2265.4775838926175,3013.5155844155847,2448.04424320828,2629.377280753384,3888.7,4171.293367346939,4135.574117647059,3998.6493936052925
NP_001229536.1,neural cell adhesion molecule 1 isoform 5 precursor [Homo sapiens],93.2,71.6,112.6,96.1,116.6,96.0,121.6,108.2,110.18174496644295,80.21582054309327,114.67839586028461,100.06050618010595,96.1,53.26163265306122,97.68148606811147,77.15986769570011
NP_001230587.1,glutaredoxin-1 [Homo sapiens],90.6,114.5,48.2,79.6,92.4,100.5,65.0,82.6,47.164832214765106,77.9780401416765,61.30012936610609,79.29323131253679,79.6,85.17397959183674,74.5701547987616,80.77673649393606
NP_001238759.1,osteopontin isoform 5 [Homo sapiens],2148.4,3216.8,2125.1,2872.2,1742.2,2526.4,1541.2,1845.2,2079.460268456376,1849.0951593860686,1453.4732212160416,1495.0721600941731,2872.2,2392.905306122449,1665.821424148607,2030.5905181918415
NP_001239312.1,glycoprotein hormones alpha chain isoform 1 precursor [Homo sapiens],322.8,697.5,96.9,257.8,231.8,648.9,158.5,318.7,94.81892617449665,277.82904368358913,149.47800776196638,198.9195997645674,257.8,518.8545918367347,287.71801857585143,521.552480705623
