,Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Accession,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Cntrol 3,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,normalized Abundances (by Bio. Rep.): Sample- C1,normalized Abundances (by Bio. Rep.): Sample- C2,normalized Abundances (by Bio. Rep.): Sample- C3,average_normalized(by Bio. Rep.): Sample- A,P VALUE of(by Bio. Rep.): Sample- A,significant(by Bio. Rep.): Sample- A,Expression (by Bio. Rep.): Sample- A,Adjusted P Value(by Bio. Rep.): Sample- A,average_normalized_of_CONTROL,average_normalized(by Bio. Rep.): Sample- B,P VALUE of(by Bio. Rep.): Sample- B,significant(by Bio. Rep.): Sample- B,Expression (by Bio. Rep.): Sample- B,Adjusted P Value(by Bio. Rep.): Sample- B,average_normalized(by Bio. Rep.): Sample- C,P VALUE of(by Bio. Rep.): Sample- C,significant(by Bio. Rep.): Sample- C,Expression (by Bio. Rep.): Sample- C,Adjusted P Value(by Bio. Rep.): Sample- C,FOLDCHANGE of (by Bio. Rep.): Sample- A,FOLDCHANGE of (by Bio. Rep.): Sample- B,FOLDCHANGE of (by Bio. Rep.): Sample- C,LOG2 foldchange of(by Bio. Rep.): Sample- A,LOG2 foldchange of(by Bio. Rep.): Sample- B,LOG2 foldchange of(by Bio. Rep.): Sample- C
16,False,High,Master Protein,491541445040481152,2267,NP_733821.1,LMNA#4000#lamin isoform A [Homo sapiens],0,637.934,0,76,61,2767,0,4,1,664,74.1,7.02,13070,3834.81,75,74,1304,1463,59,54,69,53423.5,58666.5,47583.9,51319.2,62949.9,51319.2,62949.9,69295.0,56365.6,63557.8,69745.2,56655.1,50475.50325160488,51900.7234043744,43909.3688951418,50177.68698427622,57663.94699235049,48335.930928461625,61663.34522953746,64464.733041420935,52110.883352049415,63557.8,64706.09087921117,53233.499714676334,52059.188301696115,0.4186506597849652,0,Downregulated,0.3781482200158362,55183.29272275873,59412.98720766927,0.3872353464662381,0,Downregulated,0.41202500757588895,60499.130197962506,0.2834935425326702,0,Downregulated,0.5474568290968884,0.9433867703988209,1.0766480990208496,1.0963305597205042,-0.08407872553759868,0.10654678399848488,0.1326828575745042
17,False,High,Master Protein,682895518506643584,2325,NP_005338.1,HSPA5#3309#endoplasmic reticulum chaperone BiP precursor [Homo sapiens],0,616.0930000000001,0,73,52,2721,48,49,1,654,72.3,5.16,13276,3993.22,72,73,1274,1447,51,46,3,40084.7,38870.6,39767.4,40241.5,46518.1,40241.5,46518.1,45712.7,46483.6,41136.6,40907.6,41797.7,37872.76021207158,34387.80665562247,36696.47583742951,39346.39259337152,42611.93826495132,37902.195756319044,45567.37436790441,42526.25733606412,42974.81899213925,41136.6,37952.0150956685,39273.39023360875,39953.508871547296,0.955283311162106,0,Downregulated,0.019867809330050706,39854.00211209586,43689.483565369264,0.02481177227020297,1,Downregulated,1.6053422135722044,39454.00177642575,0.7677452609646107,0,Downregulated,0.11478285563158343,1.0024967821091482,1.096238301049051,0.9899633583963526,0.0035976058147343783,0.1325614464478167,-0.014552967309423582
18,False,High,Master Protein,-1099892537052863360,1885,NP_001269554.1,LMNA#4000#lamin isoform C [Homo sapiens],0,606.616,0,76,58,2714,0,1,1,572,65.1,6.84,12635,3798.54,76,74,1284,1430,56,51,0,444.2,513.0,179.0,186.5,454.3,186.5,454.3,533.4,180.3,411.2,534.2,162.3,419.6883121540687,453.83772862611664,165.1772349939871,182.3516076354954,416.1520688456189,175.65844982303105,445.0151269148778,496.21889897242124,166.6901845873105,411.2,495.6039089094965,152.49813350769782,258.0540421013818,0.4674637107269352,0,Downregulated,0.33025209782411147,331.67430458084345,369.3080701582032,0.7585405547522782,0,Downregulated,0.120021195056161,353.10068080573143,0.8611481422088185,0,Downregulated,0.0649221309974786,0.7780344709774851,1.1134660269354293,1.0646006516904158,-0.3620940193589509,0.15505754059585175,0.0903123545154724
19,False,High,Master Protein,-8210818149912646656,240,NP_002853.2,"PYGB#5834#glycogen phosphorylase, brain form [Homo sapiens]",0,600.8919999999999,0,74,70,1503,58,58,1,843,96.6,6.86,9868,2428.34,74,73,734,769,67,61,12,23078.4,23828.0,28023.9,29660.0,23143.9,29660.0,23143.9,24146.6,28292.2,21546.6,22314.3,26312.5,21804.895864962764,21080.01052183841,25859.83416618992,29000.26103200425,21200.488369262865,27935.815666225742,22670.890591691044,22463.44069352731,26156.583695957328,21546.6,20702.085931447356,24723.3957974202,26045.52168916429,0.45323773971965076,0,Downregulated,0.3436739349304518,23762.025194210597,23763.63832705856,0.999167063661307,0,Downregulated,0.00036189039243179465,22324.02724295585,0.3845614054322899,0,Downregulated,0.4150343036878846,1.0960985638341147,1.000067887010252,0.9394833588676986,0.13237753475931802,9.793692874624204e-05,-0.0900604875705819
20,False,High,Master Protein,7563214759205697536,3982,XP_011522180.1,MYH10#4628#myosin-10 isoform X1 [Homo sapiens],0,595.936,0,39,68,1135,0,57,1,2016,233.3,5.62,8026,1903.21,37,33,563,572,66,53,1,12920.4,12104.5,9708.3,9566.3,11899.0,9566.3,11899.0,11296.9,9053.9,11585.5,10896.4,8673.3,12207.431040872194,10708.53564552598,8958.604192693434,9353.513051600212,10899.831536856746,9010.19532730328,11655.811127361065,10509.439969631694,8370.47289093206,11585.5,10109.132222091795,8149.4889793734765,9754.513305253413,0.6228622743628376,0,Downregulated,0.20560797275760018,10126.49633202016,10178.574662641608,0.9634908305969467,0,Downregulated,0.016152414106709277,9948.040400488424,0.8793106939353823,0,Downregulated,0.05585764503946285,0.9632663643405932,1.005142778796727,0.9823773271938632,-0.05399330473445212,0.007400448301012887,-0.025650830517257382
21,False,High,Master Protein,-2220837361715177216,1638,NP_001258898.1,HSP90AB1#3326#heat shock protein HSP 90-beta isoform a [Homo sapiens],0,593.239,0,67,50,3487,0,30,1,724,83.2,5.03,13508,5581.42,67,63,1601,1886,50,42,23,45755.2,45825.0,50403.0,50918.0,42287.8,50918.0,42287.8,42383.7,46361.5,39637.1,39521.9,43547.7,43230.35267958542,40540.18306879492,46510.771929619725,49785.41103262281,38736.85990959666,47958.05334096029,41423.53221208666,39429.3081146933,42861.93562254352,39637.1,36666.43228665336,40917.70159305712,45493.44142772659,0.45454555921451095,0,Downregulated,0.34242258081639176,42308.13681585115,41238.25864977449,0.49989141270815785,0,Downregulated,0.30112432363047414,39073.74462657016,0.10652251369924887,0,Downregulated,0.9725585937085738,1.075288227078864,0.9747122363073238,0.9235515332816738,0.1047234207843403,-0.036951739132146263,-0.11473563044669494
22,False,High,Master Protein,3819136565778514944,3072,NP_001952.1,EEF2#1938#elongation factor 2 [Homo sapiens],0,587.683,0,67,51,1910,50,50,1,858,95.3,6.83,11039,3019.65,67,66,895,1015,51,48,1,41114.4,41922.4,40417.8,40476.7,37942.9,40476.7,37942.9,38592.7,36833.4,33829.0,34805.5,33419.2,38845.63966957956,37087.654570283645,37296.65055050264,39576.3609478802,34756.80460709318,38123.72319545243,37167.43222324129,35902.56299657473,34053.057376473895,33829.0,32290.793432327733,31400.897247815486,37485.629583475275,0.38342191267714426,0,Downregulated,0.4163230706889804,35860.8814014354,35707.6841987633,0.9011311144247289,0,Downregulated,0.04521201464978125,32506.896893381072,0.013251754458086382,1,Downregulated,1.8777266197630702,1.045306978483101,0.9957280134596478,0.9064723348400444,0.06392668517548032,-0.006176375907171467,-0.1416651047007442
23,False,High,Master Protein,-3449706356717901824,1323,XP_016877802.1,PKM#5315#pyruvate kinase PKM isoform X5 [Homo sapiens],0,561.5169999999999,0,71,39,2599,0,3,1,531,58.0,7.71,16916,4278.48,71,63,1214,1385,39,36,0,1434.0,153.0,268.9,229.2,1333.0,229.2,1333.0,129.6,219.1,1302.3,138.0,224.0,1354.8695173996725,135.35511204638564,248.13496363063203,224.10181485284474,1221.0669332406121,215.876228951414,1305.7564696842,120.56612168508772,202.56139458169568,1302.3,128.0294635520601,210.4718540093919,553.681659014957,0.9958718888452014,0,Downregulated,0.001796526582467166,555.7574894694998,542.9613286503278,0.9774419601936422,0,Downregulated,0.009909021263026731,546.933772520484,0.9843061495604223,0,Downregulated,0.006869801583495702,0.9962648628333838,0.9769752795749337,0.9841230804510822,-0.005398752696604535,-0.03360603677338647,-0.023089335773963566
24,False,High,Master Protein,-6896953880380314624,525,NP_009057.1,VCP#7415#transitional endoplasmic reticulum ATPase isoform 1 [Homo sapiens],0,558.759,0,76,54,1620,3,54,1,806,89.3,5.26,8857,2601.29,76,68,771,849,54,47,0,30516.6,28886.6,27939.1,26789.0,28127.5,26789.0,28127.5,26863.6,26469.2,28433.4,27325.8,26506.4,28832.643734085665,25555.2220891446,25781.582604583822,26193.12180668786,25765.61152642559,25231.71159415109,27552.636985028006,24991.04989582965,24471.191535654132,28433.4,25351.50373283249,24905.58549604708,25730.14830908818,0.4843109444124988,0,Downregulated,0.3148757166973168,26088.77175003917,25671.626138837262,0.7162431719107716,0,Downregulated,0.1449395052208659,26230.16307629319,0.9135193558687655,0,Downregulated,0.03928224627757263,0.9862537246142893,0.9840105308445085,1.005419623721987,-0.019969251373516798,-0.023254339570964917,0.00779775285897303
25,False,High,Master Protein,-8293079878251606016,219,NP_003290.1,HSP90B1#7184#endoplasmin precursor [Homo sapiens],0,540.241,0,71,59,2457,57,57,1,803,92.4,4.84,10608,3401.53,71,63,1165,1292,59,51,2,43212.6,42647.5,44596.5,41138.6,47689.6,41138.6,47689.6,46625.5,49971.0,44645.9,43807.9,46562.3,40828.05753667022,37729.13164051132,41152.66234865556,40223.538047579576,43685.06648122392,38747.14586536056,46714.93153537256,43375.42983509304,46198.97511931499,44645.9,40642.7676546543,43750.23932116745,40885.25013138802,0.4522695354937659,0,Downregulated,0.34460266499018893,42307.82044880029,45429.778829926865,0.06552288470440827,0,Downregulated,1.1836069906183957,43012.96899194059,0.6549936167310033,0,Downregulated,0.18376293242349953,0.9663757125202462,1.0737915200548958,1.0166670969021827,-0.04934389836479652,0.10271391680652876,0.023847352477496347
26,False,High,Master Protein,-772083225745130752,1971,XP_011541100.1,HSPA8#3312#heat shock cognate 71 kDa protein isoform X1 [Homo sapiens],0,535.529,0,80,48,2339,9,39,1,646,70.9,5.52,10260,3260.34,80,78,1061,1278,48,46,6,43736.4,41527.0,47141.4,46560.9,39888.0,46560.9,39888.0,37439.0,41888.3,38765.7,36773.9,41399.5,41322.95338967855,36737.854496406915,43501.03969690248,45525.22771021736,36538.57301808066,43854.238693647,39072.77874175797,34829.28263709877,38726.39189710837,38765.7,34116.976012442785,38899.238928847415,41972.679807315006,0.44447695436997714,0,Downregulated,0.3521507517903108,39324.18793518236,37542.81775865504,0.34858894555145925,0,Downregulated,0.45768638934915745,37260.6383137634,0.3353294805466474,0,Downregulated,0.47452826382165253,1.0673501987249712,0.9547003950987231,0.9475246729870102,0.09403360359582767,-0.06688003851482405,-0.07776458418141113
27,False,High,Master Protein,-5866289401045489664,770,NP_006827.1,GCN1#10985#eIF-2-alpha kinase activator GCN1 [Homo sapiens],0,533.25,0,38,77,653,77,77,1,2671,292.5,7.43,3450,1015.6,35,36,313,340,73,70,0,9107.6,8933.8,11627.6,11035.0,8273.4,11035.0,8273.4,7994.2,10729.9,7903.0,7717.9,10079.9,8605.02762668707,7903.5,10729.691718525612,10789.544183687356,7578.676043115437,10393.517393014194,8104.31025977889,7436.957484374447,9919.96124017406,7903.0,7160.279686582932,9471.139469773525,9587.24587327233,0.5427870422434575,0,Downregulated,0.2653705286418789,8832.967092142793,8487.076328109133,0.7058475576977089,0,Downregulated,0.15128908364979518,8178.139718785486,0.45783616612523853,0,Downregulated,0.33928990382346735,1.085393591220383,0.9608409314304657,0.9258655255333401,0.11821829532798718,-0.05763048431639538,-0.11112542595300458
28,False,High,Master Protein,7054273267636823040,3854,NP_001348.2,DHX9#1660#ATP-dependent RNA helicase A [Homo sapiens],0,523.236,0,48,51,974,51,51,1,1270,140.9,6.84,6291,1618.59,48,45,491,483,51,45,0,12381.4,13556.5,12207.7,12672.4,13003.0,12672.4,13003.0,14191.3,13057.9,13392.4,14409.4,12914.4,11698.173948906768,11993.082199064229,11264.995148805006,12390.522855764353,11911.127781641168,11935.73265167495,12737.247843438601,13202.083353931985,12072.23383983717,13392.4,13368.317044254021,12134.454068834331,12079.127763026823,0.32485490089822516,0,Downregulated,0.4883105768992274,12341.697561346047,12670.521679069252,0.4437519381998018,0,Downregulated,0.3528597370407583,12965.057037696119,0.2689921462695009,0,Downregulated,0.5702603998548799,0.9787249851963974,1.0266433459488649,1.0505084064207197,-0.031024565223699802,0.03793507903079224,0.07108770684956782
29,False,High,Master Protein,5579729439990208512,3523,NP_001419.1,ENO1#2023#alpha-enolase isoform 1 [Homo sapiens],0,512.817,0,72,33,3676,5,30,1,434,47.1,7.39,15112,5854.93,71,72,1679,1997,32,30,4,60020.2,60428.7,65880.3,63647.8,56577.2,63647.8,56577.2,57363.7,62621.9,57985.7,59014.6,64077.5,56708.1864771491,53459.695812532176,60792.881533935026,62232.05711776131,51826.36766342141,59947.849236709466,55420.88892469387,53365.114463787555,57894.93106049973,57985.7,54750.77956332903,60207.63493431611,58002.091339297396,0.7960767318757067,0,Downregulated,0.09904506966919821,57049.34056567791,55560.31148299371,0.4060606718740767,0,Downregulated,0.3914090711235262,57648.038165881706,0.7643891975058049,0,Downregulated,0.11668545910625798,1.0167004695264206,0.9738992761718261,1.0104943824813286,0.023894708912494764,-0.03815552307415738,0.015061301540650662
30,False,High,Master Protein,5950667386624240640,3608,XP_016860269.1,"SPTBN1#6711#spectrin beta chain, non-erythrocytic 1 isoform X1 [Homo sapiens]",0,512.3580000000001,0,43,79,533,0,73,1,2364,274.4,5.57,2840,769.35,43,41,262,271,79,73,6,10319.9,9004.7,7088.0,6362.7,9631.1,6362.7,9631.1,8050.7,6369.4,9370.8,7922.4,6245.0,9750.430915350684,7966.223381987508,6540.649394622237,6221.171978028774,8822.368897774688,5992.825837474527,9434.261916860842,7489.519103781911,5888.610436552499,9370.8,7350.0045075713115,5867.842537002913,7012.122237759329,0.6248767981499983,0,Downregulated,0.20420560050860995,7557.892408917324,7604.130485731751,0.9696515322785566,0,Downregulated,0.01338431191798358,7529.549014858075,0.9812283002310987,0,Downregulated,0.008229934520931084,0.9277880470335808,1.0061178532734698,0.9962498283217411,-0.1081328352446224,0.008799307503918333,-0.005420524395940778
31,False,High,Master Protein,-7065009906831581184,479,NP_005339.3,HSP90AA1#3320#heat shock protein HSP 90-alpha isoform 2 [Homo sapiens],0,502.605,0,70,50,2948,1,32,1,732,84.6,5.02,10321,4657.0,70,59,1377,1571,50,39,0,12065.9,15517.2,14442.3,14112.3,11457.6,14112.3,11457.6,14410.9,13268.6,10457.1,13310.3,12337.8,11400.083758711791,13727.662383308336,13327.034530467374,13798.394597503497,10495.496244784425,13291.928908512391,11223.432353378614,13406.375949009496,12267.029302358227,10457.1,12348.627309543372,11592.676966058372,12528.606583600105,0.8351520734292621,0,Downregulated,0.07823443632747683,12277.986858636325,12298.94586824878,0.9785064640338451,0,Downregulated,0.009436301038215873,11466.134758533915,0.28428820422432477,0,Downregulated,0.5462411598191017,1.020412118684383,1.0017070395866823,0.9338774255543894,0.029151937982894928,0.0024606379401337372,-0.09869489093697072
32,False,High,Master Protein,-2642413420324570624,1527,XP_005271449.1,HYOU1#10525#hypoxia up-regulated protein 1 isoform X1 [Homo sapiens],0,470.49199999999996,0,51,43,991,0,42,1,1000,111.3,5.22,5655,1615.45,51,51,469,522,43,40,1,13172.2,16357.5,14247.3,12343.3,13982.8,12343.3,13982.8,17181.3,15260.0,13629.0,16922.6,14730.2,12445.33630201671,14471.053890841524,13147.092849887329,12068.743155641878,12808.653198887343,11625.763773193665,13697.022928957414,15983.662858858008,14108.109910162832,13629.0,15699.937680478928,13840.591535397969,12167.720042574294,0.022790422887302507,1,Downregulated,1.6422476162010196,13627.080673693636,14596.265232659418,0.30591106218347774,0,Downregulated,0.5144048180189926,14389.843071958967,0.3805852180787315,0,Downregulated,0.4195480837092922,0.8929073169768077,1.0711219506344263,1.0559740135491973,-0.16341766229266672,0.09912274484971337,0.07857433186966044
33,False,High,Master Protein,-8490614885601303552,180,XP_016885266.1,UBA1#7317#ubiquitin-like modifier-activating enzyme 1 isoform X1 [Homo sapiens],0,469.50199999999995,0,60,46,1217,0,46,1,1109,123.1,5.85,8011,1932.67,58,59,551,666,45,44,0,15349.7,12574.4,14278.8,14440.0,14444.1,14440.0,14444.1,11780.7,13456.1,13948.6,11346.2,13065.0,14502.678264455895,11124.243927556023,13176.160352134875,14118.80543837294,13231.217472183589,13600.579171284546,14148.89499157206,10959.516278823405,12440.376000140372,13948.6,10526.434053292642,12275.958806396004,13650.200693947025,0.11182402423713346,0,Downregulated,0.9514648827397226,12837.788729684362,12516.262423511946,0.7709213737813243,0,Downregulated,0.11298991335522494,12250.330953229548,0.6235042723970535,0,Downregulated,0.20516056628791213,1.0632828582374276,0.9749546971879228,0.9542399560528321,0.08852543872452405,-0.03659291157463532,-0.0675759985961539
34,False,High,Master Protein,-6252367434931230720,666,NP_004095.4,FASN#2194#fatty acid synthase [Homo sapiens],0,460.858,0,37,66,586,66,66,1,2511,273.3,6.44,3291,920.07,36,36,282,304,64,65,0,7779.3,7821.3,9231.6,8391.3,6929.1,8391.3,6929.1,6829.3,8071.0,6986.8,7086.3,8126.4,7350.025409140358,6919.300247375138,8518.715992013918,8204.649035666125,6347.257979833102,7903.5,6787.484736750783,6353.257830431865,7461.76638826502,6986.8,6574.312953398287,7635.618189383582,7485.135671833075,0.7342603350855363,0,Downregulated,0.13414993184768234,7253.557396854849,6867.502985149223,0.37230845920392563,0,Downregulated,0.4290970960839179,7065.577047593957,0.6392097938900214,0,Downregulated,0.19435657943904744,1.0319261656464784,0.9467772307319138,0.9740843921160119,0.045339749572840427,-0.07890308410966725,-0.03788132585185213
35,False,High,Master Protein,6980118088250601472,3836,NP_001605.1,"ACTG1#71#actin, cytoplasmic 2 [Homo sapiens]",0,452.043,0,83,25,3533,1,1,1,375,41.8,5.48,24969,5726.65,83,79,1712,1821,25,24,0,3016.2,1344.6,1039.7,1009.0,3163.5,1009.0,3163.5,1427.2,1139.3,3119.5,1459.3,1156.6,2849.7611146310264,1189.532572925295,959.4121297388177,986.5564187893558,2897.8583970792765,950.345178935326,3098.845155173269,1327.7158091740525,1053.3007615103875,3119.5,1353.8651895762414,1086.7488676217083,1611.5866649346526,0.8672410791603069,0,Downregulated,0.06186015881525264,1739.4534662628964,1826.620575285903,0.9088530464675924,0,Downregulated,0.04150633269398227,1853.3713523993165,0.8806350703804997,0,Downregulated,0.05520402320371497,0.92649024316646,1.0501117797708492,1.0654906200975673,-0.11015231152147027,0.07054290459410638,0.0915178926060331
36,False,High,Master Protein,-1518063030880019968,1795,NP_001093.1,ACTN1#87#alpha-actinin-1 isoform b [Homo sapiens],0,450.93699999999995,0,71,50,1071,0,32,1,892,103.0,5.41,6057,1569.28,69,67,524,547,49,45,0,6881.1,7018.3,6259.4,6166.2,7377.1,6166.2,7377.1,7558.9,6707.8,8069.5,8278.2,7380.4,6501.389564978304,6208.907077615349,5776.035668834429,6029.042804300225,6757.639064673157,5807.748704014874,7226.328621535869,7032.000441399766,6201.4665567097145,8069.5,7680.097863599015,6934.671747013018,6198.143524329418,0.2357209869583921,0,Downregulated,0.6276017491919986,6685.402342889477,6819.931873215116,0.7401528006446623,0,Downregulated,0.13067861320625176,7561.423203537343,0.09356548234638025,0,Downregulated,1.0288843392033606,0.927116006850612,1.0201228771920845,1.13103487504826,-0.10917822525241214,0.028742940077741107,0.1776434149895014
37,False,High,Master Protein,-174490317750568224,2100,NP_001092.1,"ACTB#60#actin, cytoplasmic 1 [Homo sapiens]",0,447.673,0,83,25,3461,1,1,1,375,41.7,5.48,24131,5726.65,83,79,1640,1821,25,24,36,44543.2,44670.9,44413.3,46037.2,45927.7,45398.0,54810.4,53502.5,52601.8,54852.2,53719.8,53205.3,42085.23283642754,39519.1808804764,40983.60944669524,45013.176573924015,42071.11462100138,42758.93997354403,53690.19835407269,49773.062696422894,48631.191079449745,54852.2,49838.530261767824,49992.045241633474,43281.07705615648,0.0804063778551208,0,Downregulated,1.094709501532281,46600.706830451265,50698.150709981775,0.09997766890448617,0,Downregulated,1.0000969935458288,51560.92516780043,0.06773218027267902,0,Downregulated,1.1692049443972778,0.9287643900687452,1.087926646572945,1.1064408390927647,-0.10661543626709824,0.12158128619023473,0.14592631292899558
38,False,High,Master Protein,-8775397801672845312,104,XP_016884680.1,HUWE1#10075#E3 ubiquitin-protein ligase HUWE1 isoform X1 [Homo sapiens],0,441.81300000000005,0,24,64,445,0,64,1,4501,494.0,5.24,1968,767.85,22,23,204,241,60,63,0,5463.3,6840.8,6683.3,5436.0,6705.0,6653.0,5311.5,6692.7,6459.4,5079.4,6314.4,6395.6,5161.826104888167,6051.877454162843,6167.201199079967,5315.084928185271,6141.97583449235,6266.2502234457115,5202.944852758911,6226.179649705144,5971.816851487928,5079.4,5858.1829322690455,6009.347274564584,5907.7703287077775,0.738656837631258,0,Downregulated,0.1315572776220807,5787.673942086661,5800.313784650662,0.9724201693921917,0,Downregulated,0.012146041843418342,5648.97673561121,0.6921788227060364,0,Downregulated,0.15978169213030927,1.020750371880455,1.002183924438467,0.9760357601580013,0.02963009316677715,0.0031473014723160764,-0.03499408843373094
39,False,High,Master Protein,562319574892213760,2291,NP_002037.2,GAPDH#2597#glyceraldehyde-3-phosphate dehydrogenase isoform 1 [Homo sapiens],0,436.17199999999997,0,87,25,2074,1,25,1,335,36.0,8.46,10417,3135.03,83,87,916,1158,24,24,0,38264.4,37286.9,43240.0,36867.9,36404.2,41705.2,34335.1,33755.6,37944.1,34229.8,33346.6,38731.4,36152.90736512415,32986.74854485214,39900.914196312864,36047.83289621813,33347.310465924886,39280.80848021165,33633.367563581385,31402.637169391568,35079.916988349236,34229.8,30937.29934264585,36392.274849907866,36225.31728078489,0.5495741143506602,0,Downregulated,0.2599737312967972,34949.31815520998,33371.9739071074,0.2954950210042253,0,Downregulated,0.5294498324429888,33853.12473085124,0.579619166198232,0,Downregulated,0.2368572621992946,1.0365099862580494,0.954867667486456,0.9686347693683024,0.05173401616325808,-0.06662728706845714,-0.04597530514735744
40,False,High,Master Protein,3125798911978513920,2908,NP_001244957.1,TKT#7086#transketolase isoform 2 [Homo sapiens],0,431.727,0,73,39,1082,0,39,1,631,68.8,7.52,5485,1672.5,71,72,497,585,37,34,0,24305.6,19700.4,20391.3,24862.2,19793.3,20791.0,23307.4,18693.5,20205.9,22907.0,18242.7,19198.2,22964.376947077733,17428.43038796481,18816.63995493234,24309.180371877817,18131.240907510433,19582.385148904224,22831.049018392743,17390.453670680457,18680.67221715329,22907.0,16924.660106820047,18038.753337692444,20674.268809430825,0.7074177649822575,0,Downregulated,0.1503240381926122,19833.73683908386,19634.058302075497,0.9192810219325459,0,Downregulated,0.03655170556919309,19290.137814837497,0.8039584367110856,0,Downregulated,0.09476640296002228,1.0423789010193296,0.9899323794286268,0.972592203443218,0.05987978746185131,-0.014598114336370264,-0.04009306829007414
41,False,High,Master Protein,454806171855366464,2254,NP_000173.2,"HADHA#3030#trifunctional enzyme subunit alpha, mitochondrial precursor [Homo sapiens]",0,429.944,0,69,45,725,45,45,1,763,82.9,9.04,4488,1062.57,66,67,373,352,44,39,0,10071.5,10902.8,12468.4,10105.7,10902.5,12480.9,11481.1,12318.0,14163.4,12690.4,13993.0,15765.8,9515.738036604464,9645.42297790414,11505.563334072784,9880.914966659655,9987.00843184979,11755.36486003361,11246.452066084974,11459.363324976162,13094.285969960698,12690.4,12982.002054231718,14813.648017594958,10541.096086181018,0.24985092681876955,0,Downregulated,0.6023190352086636,11548.013669997745,11933.367120340612,0.6294749153674014,0,Downregulated,0.20102157188587402,13495.350023942223,0.07037265404255683,0,Downregulated,1.152596069630533,0.912805993083231,1.0333696738984672,1.1686295504657866,-0.13161983112769005,0.04735645100211377,0.2248176754596251
42,False,High,Master Protein,2402053168044673024,2733,NP_001677.2,"ATP5F1B#506#ATP synthase subunit beta, mitochondrial precursor [Homo sapiens]",0,423.89599999999996,0,74,26,1198,26,26,1,529,56.5,5.4,9795,2263.29,74,74,564,634,26,26,0,13484.6,13089.5,19032.4,14233.8,14027.7,20355.9,15386.7,15083.1,22388.7,15711.4,15246.9,22489.6,12740.497555319123,11579.939471445525,17562.677135751732,13917.192025534123,12849.782910292073,19172.57822387473,15072.230361657827,14031.719675836008,20698.705134053904,15711.4,14145.307448057285,21131.37414254295,15313.184386566974,0.863583260720948,0,Downregulated,0.06369578440980747,15717.783673697106,16600.88505718258,0.7241608855193618,0,Downregulated,0.140164936660494,16996.027196866748,0.6208061449251585,0,Downregulated,0.20704399295173626,0.9742585026280004,1.056184854163841,1.081324666995431,-0.037623477632671966,0.07886235822489776,0.1127997563190945
43,False,High,Master Protein,8705476780399299584,4242,NP_003861.1,IQGAP1#8826#ras GTPase-activating-like protein IQGAP1 [Homo sapiens],0,419.852,0,47,51,467,48,51,1,1657,189.1,6.48,2190,785.35,47,46,232,235,51,48,0,5029.2,5023.5,4087.8,5019.1,5076.6,4206.3,4710.1,4613.7,3786.1,4450.5,4454.1,3666.6,4751.680458093747,4444.1595121896635,3772.131291667153,4907.458197765764,4650.313873435327,3961.7808980730047,4613.836119924645,4292.098114340195,3500.30897318922,4450.5,4132.290098603123,3445.1611603162337,4506.5176564246985,0.4638428699270865,0,Downregulated,0.3336291148779161,4243.476558133173,4135.414402484686,0.7847734145468537,0,Downregulated,0.10525571779829943,4009.317086306453,0.527467501277311,0,Downregulated,0.27780429328282985,1.061987168937548,0.974534522774405,0.9448189547841561,0.08676633542455582,-0.03721480119153583,-0.08189018677930698
